x0,y0,z0,x1,y1,z1,x2,y2,z2
-0.501714,1.35944,0,-0.926456,-1.11422,0,1.42817,-0.245225,0
-0.507964,1.35912,0,-0.923047,-1.11947,0,1.43101,-0.239649,0
-0.514204,1.35876,0,-0.919621,-1.12469,0,1.43382,-0.234068,0
-0.520434,1.35838,0,-0.916178,-1.1299,0,1.43661,-0.228483,0
-0.526654,1.35798,0,-0.912718,-1.13509,0,1.43937,-0.222894,0
-0.532865,1.35755,0,-0.90924,-1.14025,0,1.44211,-0.2173,0
-0.539066,1.3571,0,-0.905746,-1.14539,0,1.44481,-0.211703,0
-0.545257,1.35662,0,-0.902235,-1.15051,0,1.44749,-0.206102,0
-0.551437,1.35611,0,-0.898707,-1.15561,0,1.45014,-0.200496,0
-0.557608,1.35558,0,-0.895163,-1.16069,0,1.45277,-0.194888,0
-0.563768,1.35503,0,-0.891602,-1.16575,0,1.45537,-0.189275,0
-0.569918,1.35445,0,-0.888025,-1.17079,0,1.45794,-0.183659,0
-0.576058,1.35384,0,-0.884432,-1.1758,0,1.46049,-0.17804,0
-0.582187,1.35321,0,-0.880823,-1.18079,0,1.46301,-0.172417,0
-0.588306,1.35256,0,-0.877198,-1.18577,0,1.4655,-0.166792,0
-0.594414,1.35188,0,-0.873557,-1.19072,0,1.46797,-0.161163,0
-0.600511,1.35118,0,-0.8699,-1.19565,0,1.47041,-0.155532,0
-0.606598,1.35045,0,-0.866228,-1.20056,0,1.47283,-0.149898,0
-0.612674,1.3497,0,-0.86254,-1.20544,0,1.47521,-0.144261,0
-0.618739,1.34893,0,-0.858838,-1.21031,0,1.47758,-0.138621,0
-0.624793,1.34813,0,-0.85512,-1.21515,0,1.47991,-0.132979,0
-0.630836,1.34731,0,-0.851387,-1.21998,0,1.48222,-0.127335,0
-0.636868,1.34646,0,-0.847639,-1.22478,0,1.48451,-0.121688,0
-0.642889,1.3456,0,-0.843876,-1.22956,0,1.48677,-0.11604,0
-0.648899,1.3447,0,-0.840099,-1.23432,0,1.489,-0.110389,0
-0.654897,1.34379,0,-0.836307,-1.23905,0,1.4912,-0.104737,0
-0.660885,1.34285,0,-0.8325,-1.24377,0,1.49338,-0.0990822,0
-0.66686,1.34189,0,-0.828679,-1.24846,0,1.49554,-0.0934261,0
-0.672825,1.3409,0,-0.824844,-1.25314,0,1.49767,-0.0877684,0
-0.678778,1.3399,0,-0.820995,-1.25779,0,1.49977,-0.0821092,0
-0.684719,1.33887,0,-0.817132,-1.26242,0,1.50185,-0.0764486,0
-0.690649,1.33781,0,-0.813255,-1.26703,0,1.5039,-0.0707868,0
-0.696567,1.33674,0,-0.809364,-1.27161,0,1.50593,-0.0651237,0
-0.702473,1.33564,0,-0.80546,-1.27618,0,1.50793,-0.0594595,0
-0.708367,1.33452,0,-0.801542,-1.28072,0,1.50991,-0.0537943,0
-0.71425,1.33337,0,-0.79761,-1.28525,0,1.51186,-0.0481282,0
-0.720121,1.33221,0,-0.793666,-1.28975,0,1.51379,-0.0424614,0
-0.725979,1.33102,0,-0.789708,-1.29423,0,1.51569,-0.0367938,0
-0.731826,1.32981,0,-0.785737,-1.29869,0,1.51756,-0.0311256,0
-0.737661,1.32858,0,-0.781753,-1.30312,0,1.51941,-0.0254569,0
-0.743483,1.32733,0,-0.777756,-1.30754,0,1.52124,-0.0197877,0
-0.749293,1.32605,0,-0.773747,-1.31193,0,1.52304,-0.0141183,0
-0.755091,1.32475,0,-0.769725,-1.31631,0,1.52482,-0.00844859,0
-0.760877,1.32344,0,-0.76569,-1.32066,0,1.52657,-0.00277877,0
-0.76665,1.3221,0,-0.761643,-1.32499,0,1.52829,0.0028911,0
-0.772411,1.32073,0,-0.757583,-1.32929,0,1.52999,0.00856092,0
-0.77816,1.31935,0,-0.753512,-1.33358,0,1.53167,0.0142306,0
-0.783896,1.31795,0,-0.749428,-1.33785,0,1.53332,0.0199001,0
-0.789619,1.31652,0,-0.745332,-1.34209,0,1.53495,0.0255692,0
-0.79533,1.31508,0,-0.741225,-1.34631,0,1.53655,0.0312379,0
-0.801029,1.31361,0,-0.737105,-1.35052,0,1.53813,0.0369062,0
-0.806714,1.31212,0,-0.732974,-1.3547,0,1.53969,0.0425738,0
-0.812387,1.31061,0,-0.728831,-1.35885,0,1.54122,0.0482408,0
